Version,Power (hp),Consumption (l/100 km),Interior,Location,Registration city,Number of doors,Assembly,Source,Model,Body Type,Car documents,Title,Number of seats,Number of Owners,Price,URL,Color,Air Conditioning,Make
,,,,"EME Society, Lahore",Punjab,,Imported,,HS,SUV,Original,MG HS B2B Genuine,,,"Rs 6,550,000",https://www.olx.com.pk/item/mg-hs-b2b-genuine-iid-1085976310,White,Automatic air conditioning,MG
Daihatsu terious 1300cc,,,,"EME Society, Lahore",Lahore,,Local,,Other,Other,Original,Daihatsu terious,7,1,"Rs 2,900,000",https://www.olx.com.pk/item/daihatsu-terious-iid-1095175117,White,,Daihatsu
Daihatsu terious 1300cc,,,,"EME Society, Lahore",Lahore,,Local,,Other,Other,Original,Daihatsu terious,7,1,"Rs 2,900,000",https://www.olx.com.pk/item/daihatsu-terious-iid-1095175117,White,,Daihatsu
civic rebirth (not full optional),,,,"EME Society, Lahore",Sindh,,Local,,Civic VTi,Sedan,Original,Honda Civic VTi 2015,4,2,"Rs 3,100,000",https://www.olx.com.pk/item/honda-civic-vti-2015-iid-1093818695,White,,Honda
civic rebirth (not full optional),,,,"EME Society, Lahore",Sindh,,Local,,Civic VTi,Sedan,Original,Honda Civic VTi 2015,4,2,"Rs 3,100,000",https://www.olx.com.pk/item/honda-civic-vti-2015-iid-1093818695,White,,Honda
W203 C240,,,,"EME Society, Lahore",Islamabad,,Imported,,C Class,Sedan,Original,Mercedes Benz C240 V6 2002/2018,5,2,"Rs 4,750,000",https://www.olx.com.pk/item/mercedes-benz-c240-v6-20022018-iid-1075783277,Silver,Automatic air conditioning,Mercedes
W203 C240,,,,"EME Society, Lahore",Islamabad,,Imported,,C Class,Sedan,Original,Mercedes Benz C240 V6 2002/2018,5,2,"Rs 4,750,000",https://www.olx.com.pk/item/mercedes-benz-c240-v6-20022018-iid-1075783277,Silver,Automatic air conditioning,Mercedes
,,,,"EME Society, Lahore",Lahore,,Imported,,Every,Other,Original,Suzuki Every 2013,,,"Rs 1,395,000",https://www.olx.com.pk/item/suzuki-every-2013-iid-1095115231,Silver,,Suzuki
,,,,"EME Society, Lahore",Lahore,,Imported,,Every,Other,Original,Suzuki Every 2013,,,"Rs 1,395,000",https://www.olx.com.pk/item/suzuki-every-2013-iid-1095115231,Silver,,Suzuki
Altis 1.6 Automatic,,,,"EME Society, Lahore",Lahore,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis 2019 Altis 1.6 Automatic,5,2,"Rs 4,700,000",https://www.olx.com.pk/item/toyota-corolla-altis-2019-altis-16-automatic-iid-1093361415,Black,,Toyota
Altis 1.6 Automatic,,,,"EME Society, Lahore",Lahore,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis 2019 Altis 1.6 Automatic,5,2,"Rs 4,700,000",https://www.olx.com.pk/item/toyota-corolla-altis-2019-altis-16-automatic-iid-1093361415,Black,,Toyota
,,,,"EME Society, Lahore",Lahore,,Local,,City IVTEC,Sedan,Original,Honda City IVTEC 2017 first owner,,1,"Rs 3,085,000",https://www.olx.com.pk/item/honda-city-ivtec-2017-first-owner-iid-1095041934,White,,Honda
,,,,"EME Society, Lahore",Lahore,,Local,,City IVTEC,Sedan,Original,Honda City IVTEC 2017 first owner,,1,"Rs 3,085,000",https://www.olx.com.pk/item/honda-city-ivtec-2017-first-owner-iid-1095041934,White,,Honda
full option automatic G,,,,"EME Society, Lahore",Islamabad,,Imported,,Move,Small city car,Original,Daihatsu Move 2014 totally original,5,1,"Rs 2,399,000",https://www.olx.com.pk/item/daihatsu-move-2014-totally-original-iid-1095029381,Blue,,Daihatsu
full option automatic G,,,,"EME Society, Lahore",Islamabad,,Imported,,Move,Small city car,Original,Daihatsu Move 2014 totally original,5,1,"Rs 2,399,000",https://www.olx.com.pk/item/daihatsu-move-2014-totally-original-iid-1095029381,Blue,,Daihatsu
Honda Civic Exi,,,,"EME Society, Lahore",Lahore,,Local,,Civic EXi,Sedan,Original,Honda Civic EXi,5,3,"Rs 1,620,000",https://www.olx.com.pk/item/honda-civic-exi-iid-1095000664,Silver,,Honda
Honda Civic Exi,,,,"EME Society, Lahore",Lahore,,Local,,Civic EXi,Sedan,Original,Honda Civic EXi,5,3,"Rs 1,620,000",https://www.olx.com.pk/item/honda-civic-exi-iid-1095000664,Silver,,Honda
sedan,,,,"LDA Avenue - Block H, Lahore",Lahore,,Local,,City IDSI,Sedan,Original,Honda City IDSI 2006,5,4,"Rs 1,780,000",https://www.olx.com.pk/item/honda-city-idsi-2006-iid-1095299042,Grey,,Honda
sedan,,,,"LDA Avenue - Block H, Lahore",Lahore,,Local,,City IDSI,Sedan,Original,Honda City IDSI 2006,5,4,"Rs 1,780,000",https://www.olx.com.pk/item/honda-city-idsi-2006-iid-1095299042,Grey,,Honda
GL Package,,,,"LDA Avenue - Block H, Lahore",Unregistered,,Imported,,N Box Custom,Hatchback,Original,Honda N Box Custom 2020,5,1,"Rs 3,250,000",https://www.olx.com.pk/item/honda-n-box-custom-2020-iid-1094748409,Black,,Honda
GL Package,,,,"LDA Avenue - Block H, Lahore",Unregistered,,Imported,,N Box Custom,Hatchback,Original,Honda N Box Custom 2020,5,1,"Rs 3,250,000",https://www.olx.com.pk/item/honda-n-box-custom-2020-iid-1094748409,Black,,Honda
AWD,,,,"LDA Avenue, Lahore",,,Local,,Sportage,SUV,Original,KIA Sportage 2021,5,,"Rs 6,350,000",https://www.olx.com.pk/item/kia-sportage-2021-iid-1095165250,Blue,,KIA
AWD,,,,"LDA Avenue, Lahore",,,Local,,Sportage,SUV,Original,KIA Sportage 2021,5,,"Rs 6,350,000",https://www.olx.com.pk/item/kia-sportage-2021-iid-1095165250,Blue,,KIA
VXR,,,,"Izmir Town, Lahore",Lahore,,Local,,Alto,Small city car,Original,Suzuki Alto 2021,4,2,"Rs 2,375,000",https://www.olx.com.pk/item/suzuki-alto-2021-iid-1095415452,Grey,,Suzuki
VXR,,,,"Izmir Town, Lahore",Lahore,,Local,,Alto,Small city car,Original,Suzuki Alto 2021,4,2,"Rs 2,375,000",https://www.olx.com.pk/item/suzuki-alto-2021-iid-1095415452,Grey,,Suzuki
,,,,,,,,,,,,,,,,https://www.olx.com.pk/item/honda-city-idsi-2004-automatic-vario-iid-1095225279,,,
,,,,,,,,,,,,,,,,https://www.olx.com.pk/item/honda-city-idsi-2004-automatic-vario-iid-1095225279,,,
Jewela 1.0,,,,"LDA Avenue, Lahore",Lahore,,Imported,,Vitz,Hatchback,Original,Toyota Vitz 2014,5,4,"Rs 2,990,000",https://www.olx.com.pk/item/toyota-vitz-2014-iid-1094316740,Black,,Toyota
Jewela 1.0,,,,"LDA Avenue, Lahore",Lahore,,Imported,,Vitz,Hatchback,Original,Toyota Vitz 2014,5,4,"Rs 2,990,000",https://www.olx.com.pk/item/toyota-vitz-2014-iid-1094316740,Black,,Toyota
1300 CC,,,,"P & D Housing Society, Lahore",Lahore,,Local,,City Aspire,Sedan,Original,Honda City Aspire Prosmatic 1.3 2017,5,,"Rs 3,100,000",https://www.olx.com.pk/item/honda-city-aspire-prosmatic-13-2017-iid-1094925013,White,,Honda
1300 CC,,,,"P & D Housing Society, Lahore",Lahore,,Local,,City Aspire,Sedan,Original,Honda City Aspire Prosmatic 1.3 2017,5,,"Rs 3,100,000",https://www.olx.com.pk/item/honda-city-aspire-prosmatic-13-2017-iid-1094925013,White,,Honda
,,,,"LDA Avenue, Lahore",,,Imported,,Yaris,Hatchback,Original,Toyota Yaris 2020,,,"Rs 4,390,000",https://www.olx.com.pk/item/toyota-yaris-2020-iid-1093109318,Black,,Toyota
,,,,"LDA Avenue, Lahore",,,Imported,,Yaris,Hatchback,Original,Toyota Yaris 2020,,,"Rs 4,390,000",https://www.olx.com.pk/item/toyota-yaris-2020-iid-1093109318,Black,,Toyota
,,,,"Jubilee Town, Lahore",Sindh,,Imported,,Rav4,SUV,Original,Toyota Rav4 1997,,2,"Rs 2,675,000",https://www.olx.com.pk/item/toyota-rav4-1997-iid-1094988554,Gold,,Toyota
,,,,"Jubilee Town, Lahore",Sindh,,Imported,,Rav4,SUV,Original,Toyota Rav4 1997,,2,"Rs 2,675,000",https://www.olx.com.pk/item/toyota-rav4-1997-iid-1094988554,Gold,,Toyota
full option,,,,"LDA Avenue, Lahore",,,Local,,Altis Grande,Sedan,Original,Corolla Altis Grande Full Optional || Model 2016 Registered 2017,5,,"Rs 3,875,000",https://www.olx.com.pk/item/toyota-altis-grande-2016-iid-1094737176,Black,,Toyota
full option,,,,"LDA Avenue, Lahore",,,Local,,Altis Grande,Sedan,Original,Corolla Altis Grande Full Optional || Model 2016 Registered 2017,5,,"Rs 3,875,000",https://www.olx.com.pk/item/toyota-altis-grande-2016-iid-1094737176,Black,,Toyota
Civic Oriel 1.8 i-VTEC CVT,,,,"Izmir Town, Lahore",Punjab,,Local,,Civic VTi Oriel Prosmatec,Sedan,Original,Honda Civic Oriel 1.8 i-VTEC CVT 2021,,1,"Rs 6,500,000",https://www.olx.com.pk/item/honda-civic-oriel-18-i-vtec-cvt-2021-iid-1095405134,Silver,,Honda
Civic Oriel 1.8 i-VTEC CVT,,,,"Izmir Town, Lahore",Punjab,,Local,,Civic VTi Oriel Prosmatec,Sedan,Original,Honda Civic Oriel 1.8 i-VTEC CVT 2021,,1,"Rs 6,500,000",https://www.olx.com.pk/item/honda-civic-oriel-18-i-vtec-cvt-2021-iid-1095405134,Silver,,Honda
2022/2024,,,,"LDA Avenue, Lahore",Unregistered,,Imported,,Wagon R,Hatchback,Original,Suzuki Wagon R 2022/2024,,,"Rs 3,500,000",https://www.olx.com.pk/item/suzuki-wagon-r-20222024-iid-1095068918,Brown,,Suzuki
2022/2024,,,,"LDA Avenue, Lahore",Unregistered,,Imported,,Wagon R,Hatchback,Original,Suzuki Wagon R 2022/2024,,,"Rs 3,500,000",https://www.olx.com.pk/item/suzuki-wagon-r-20222024-iid-1095068918,Brown,,Suzuki
mahran vxr for sale hay add red kar kay rabta karay thanks jis nay layni hay just wohi rabta fnf 5,,,,"Jubilee Town, Lahore",,,Local,,Mehran VXR,Hatchback,Original,Suzuki Mehran VXR 2005,4,,"Rs 550,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2005-iid-1092818276,White,,Suzuki
mahran vxr for sale hay add red kar kay rabta karay thanks jis nay layni hay just wohi rabta fnf 5,,,,"Jubilee Town, Lahore",,,Local,,Mehran VXR,Hatchback,Original,Suzuki Mehran VXR 2005,4,,"Rs 550,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2005-iid-1092818276,White,,Suzuki
axio hybrid 2015,,,,"Izmir Town, Lahore",Islamabad,,Imported,,Corolla Axio,Sedan,Original,Toyota Corolla Axio Hybrid 2015,5,,"Rs 5,500,000",https://www.olx.com.pk/item/toyota-corolla-axio-hybrid-2015-iid-1095343756,Silver,,Toyota
axio hybrid 2015,,,,"Izmir Town, Lahore",Islamabad,,Imported,,Corolla Axio,Sedan,Original,Toyota Corolla Axio Hybrid 2015,5,,"Rs 5,500,000",https://www.olx.com.pk/item/toyota-corolla-axio-hybrid-2015-iid-1095343756,Silver,,Toyota
Toyota Prius G Touring Selection 1.8,,,,"Izmir Town, Lahore",Islamabad,,Imported,,Prius,Other,Original,Toyota Prius 2011,5,3,"Rs 3,675,000",https://www.olx.com.pk/item/toyota-prius-2011-iid-1095434944,Black,,Toyota
Toyota Prius G Touring Selection 1.8,,,,"Izmir Town, Lahore",Islamabad,,Imported,,Prius,Other,Original,Toyota Prius 2011,5,3,"Rs 3,675,000",https://www.olx.com.pk/item/toyota-prius-2011-iid-1095434944,Black,,Toyota
2017,,,,"Izmir Town, Lahore",Lahore,,Local,,Corolla GLI,Sedan,Original,Toyota Corolla GLI 2017,5,1,"Rs 4,150,000",https://www.olx.com.pk/item/toyota-corolla-gli-2017-iid-1095392892,Black,,Toyota
2017,,,,"Izmir Town, Lahore",Lahore,,Local,,Corolla GLI,Sedan,Original,Toyota Corolla GLI 2017,5,1,"Rs 4,150,000",https://www.olx.com.pk/item/toyota-corolla-gli-2017-iid-1095392892,Black,,Toyota
,,,,"Jubilee Town, Lahore",Punjab,,Local,,City IDSI,Sedan,Original,Honda City IDSI 2000 | Honda City | Honda City For Sale,,,"Rs 1,075,000",https://www.olx.com.pk/item/honda-city-idsi-2000-honda-city-honda-city-for-sale-iid-1094046614,Silver,,Honda
,,,,"Jubilee Town, Lahore",Punjab,,Local,,City IDSI,Sedan,Original,Honda City IDSI 2000 | Honda City | Honda City For Sale,,,"Rs 1,075,000",https://www.olx.com.pk/item/honda-city-idsi-2000-honda-city-honda-city-for-sale-iid-1094046614,Silver,,Honda
,,,,"LDA Avenue, Lahore",Lahore,,Local,,City IVTEC,Other,Original,0.3. 1.3. 3.9. 0.3. 0.5. 9Honda City IVTEC 2020,5,,"Rs 3,900,000",https://www.olx.com.pk/item/honda-city-ivtec-2020-iid-1095384195,Black,,Honda
,,,,"LDA Avenue, Lahore",Lahore,,Local,,City IVTEC,Other,Original,0.3. 1.3. 3.9. 0.3. 0.5. 9Honda City IVTEC 2020,5,,"Rs 3,900,000",https://www.olx.com.pk/item/honda-city-ivtec-2020-iid-1095384195,Black,,Honda
Nissan Dayz Highway Star  X V,,,,"Izmir Town, Lahore",Punjab,,Imported,,Dayz Highway Star,Hatchback,Original,Nissan Dayz Highway Star X V 2014,4,2,"Rs 2,725,000",https://www.olx.com.pk/item/nissan-dayz-highway-star-x-v-2014-iid-1095383126,Other,,Nissan
Nissan Dayz Highway Star  X V,,,,"Izmir Town, Lahore",Punjab,,Imported,,Dayz Highway Star,Hatchback,Original,Nissan Dayz Highway Star X V 2014,4,2,"Rs 2,725,000",https://www.olx.com.pk/item/nissan-dayz-highway-star-x-v-2014-iid-1095383126,Other,,Nissan
Ativ X 1.5 Top of the Line,,,,"Jubilee Town, Lahore",Lahore,,Local,,Yaris,Sedan,Original,Toyota Yaris Ativ X 1.5 (Top of the line),5,,"Rs 4,550,000",https://www.olx.com.pk/item/toyota-yaris-ativ-x-15-top-of-the-line-iid-1095378488,Silver,,Toyota
Ativ X 1.5 Top of the Line,,,,"Jubilee Town, Lahore",Lahore,,Local,,Yaris,Sedan,Original,Toyota Yaris Ativ X 1.5 (Top of the line),5,,"Rs 4,550,000",https://www.olx.com.pk/item/toyota-yaris-ativ-x-15-top-of-the-line-iid-1095378488,Silver,,Toyota
2023,,,,"Gulshan-e-Riaz, Lahore",,,Local,,Altis Grande,Sedan,Original,Toyota Altis Grande 2023,4,,"Rs 7,250,000",https://www.olx.com.pk/item/toyota-altis-grande-2023-iid-1095375835,White,,Toyota
2023,,,,"Gulshan-e-Riaz, Lahore",,,Local,,Altis Grande,Sedan,Original,Toyota Altis Grande 2023,4,,"Rs 7,250,000",https://www.olx.com.pk/item/toyota-altis-grande-2023-iid-1095375835,White,,Toyota
1.3 Manual,,,,"LDA Avenue, Lahore",Lahore,,Local,,Corolla GLI,Sedan,Original,Toyota Corolla GLI 2012,5,2,"Rs 2,825,000",https://www.olx.com.pk/item/toyota-corolla-gli-2012-iid-1095374778,Silver,,Toyota
1.3 Manual,,,,"LDA Avenue, Lahore",Lahore,,Local,,Corolla GLI,Sedan,Original,Toyota Corolla GLI 2012,5,2,"Rs 2,825,000",https://www.olx.com.pk/item/toyota-corolla-gli-2012-iid-1095374778,Silver,,Toyota
2008,,,,"LDA Avenue, Lahore",Lahore,,Local,,City IDSI,Sedan,Original,Honda City IDSI 2008,5,,"Rs 2,300,000",https://www.olx.com.pk/item/honda-city-idsi-2008-iid-1095357808,Grey,,Honda
2008,,,,"LDA Avenue, Lahore",Lahore,,Local,,City IDSI,Sedan,Original,Honda City IDSI 2008,5,,"Rs 2,300,000",https://www.olx.com.pk/item/honda-city-idsi-2008-iid-1095357808,Grey,,Honda
1.3 manual,,,,"LDA Avenue - Block F, Lahore",Lahore,,Local,,City IVTEC,Sedan,Original,Honda City IVTEC 2020 1.3 manual,5,1,"Rs 3,760,000",https://www.olx.com.pk/item/honda-city-ivtec-2020-13-manual-iid-1095073891,White,,Honda
1.3 manual,,,,"LDA Avenue - Block F, Lahore",Lahore,,Local,,City IVTEC,Sedan,Original,Honda City IVTEC 2020 1.3 manual,5,1,"Rs 3,760,000",https://www.olx.com.pk/item/honda-city-ivtec-2020-13-manual-iid-1095073891,White,,Honda
AWD,,,,"LDA Avenue, Lahore",,,Local,,Sportage,SUV,Original,KIA Sportage 2021,5,,"Rs 6,350,000",https://www.olx.com.pk/item/kia-sportage-2021-iid-1095165250,Blue,,KIA
AWD,,,,"LDA Avenue, Lahore",,,Local,,Sportage,SUV,Original,KIA Sportage 2021,5,,"Rs 6,350,000",https://www.olx.com.pk/item/kia-sportage-2021-iid-1095165250,Blue,,KIA
5,,,,"Sher Shah Colony, Lahore",Lahore,,Local,,Corolla XLI,Convertible,Original,"Toyota Corolla XLI 2011 exchange possible 0304,570,8180",5,3,"Rs 2,150,000",https://www.olx.com.pk/item/toyota-corolla-xli-2011-iid-1093816335,Black,,Toyota
5,,,,"Sher Shah Colony, Lahore",Lahore,,Local,,Corolla XLI,Convertible,Original,"Toyota Corolla XLI 2011 exchange possible 0304,570,8180",5,3,"Rs 2,150,000",https://www.olx.com.pk/item/toyota-corolla-xli-2011-iid-1093816335,Black,,Toyota
Jewela 1.0,,,,"LDA Avenue, Lahore",Lahore,,Imported,,Vitz,Hatchback,Original,Toyota Vitz 2014,5,4,"Rs 2,990,000",https://www.olx.com.pk/item/toyota-vitz-2014-iid-1094316740,Black,,Toyota
Jewela 1.0,,,,"LDA Avenue, Lahore",Lahore,,Imported,,Vitz,Hatchback,Original,Toyota Vitz 2014,5,4,"Rs 2,990,000",https://www.olx.com.pk/item/toyota-vitz-2014-iid-1094316740,Black,,Toyota
1300 CC,,,,"P & D Housing Society, Lahore",Lahore,,Local,,City Aspire,Sedan,Original,Honda City Aspire Prosmatic 1.3 2017,5,,"Rs 3,100,000",https://www.olx.com.pk/item/honda-city-aspire-prosmatic-13-2017-iid-1094925013,White,,Honda
1300 CC,,,,"P & D Housing Society, Lahore",Lahore,,Local,,City Aspire,Sedan,Original,Honda City Aspire Prosmatic 1.3 2017,5,,"Rs 3,100,000",https://www.olx.com.pk/item/honda-city-aspire-prosmatic-13-2017-iid-1094925013,White,,Honda
Leatest,,,,"Sher Shah Colony, Lahore",,,Imported,,Move,Hatchback,Original,Daihatsu Move (2021) model,,,"Rs 4,000,000",https://www.olx.com.pk/item/daihatsu-move-2021-model-iid-1095073311,Grey,,Daihatsu
Leatest,,,,"Sher Shah Colony, Lahore",,,Imported,,Move,Hatchback,Original,Daihatsu Move (2021) model,,,"Rs 4,000,000",https://www.olx.com.pk/item/daihatsu-move-2021-model-iid-1095073311,Grey,,Daihatsu
,,,,"LDA Avenue, Lahore",,,Imported,,Yaris,Hatchback,Original,Toyota Yaris 2020,,,"Rs 4,390,000",https://www.olx.com.pk/item/toyota-yaris-2020-iid-1093109318,Black,,Toyota
,,,,"LDA Avenue, Lahore",,,Imported,,Yaris,Hatchback,Original,Toyota Yaris 2020,,,"Rs 4,390,000",https://www.olx.com.pk/item/toyota-yaris-2020-iid-1093109318,Black,,Toyota
,,,,"Jubilee Town, Lahore",Sindh,,Imported,,Rav4,SUV,Original,Toyota Rav4 1997,,2,"Rs 2,675,000",https://www.olx.com.pk/item/toyota-rav4-1997-iid-1094988554,Gold,,Toyota
,,,,"Jubilee Town, Lahore",Sindh,,Imported,,Rav4,SUV,Original,Toyota Rav4 1997,,2,"Rs 2,675,000",https://www.olx.com.pk/item/toyota-rav4-1997-iid-1094988554,Gold,,Toyota
full option,,,,"LDA Avenue, Lahore",,,Local,,Altis Grande,Sedan,Original,Corolla Altis Grande Full Optional || Model 2016 Registered 2017,5,,"Rs 3,875,000",https://www.olx.com.pk/item/toyota-altis-grande-2016-iid-1094737176,Black,,Toyota
full option,,,,"LDA Avenue, Lahore",,,Local,,Altis Grande,Sedan,Original,Corolla Altis Grande Full Optional || Model 2016 Registered 2017,5,,"Rs 3,875,000",https://www.olx.com.pk/item/toyota-altis-grande-2016-iid-1094737176,Black,,Toyota
2022/2024,,,,"LDA Avenue, Lahore",Unregistered,,Imported,,Wagon R,Hatchback,Original,Suzuki Wagon R 2022/2024,,,"Rs 3,500,000",https://www.olx.com.pk/item/suzuki-wagon-r-20222024-iid-1095068918,Brown,,Suzuki
2022/2024,,,,"LDA Avenue, Lahore",Unregistered,,Imported,,Wagon R,Hatchback,Original,Suzuki Wagon R 2022/2024,,,"Rs 3,500,000",https://www.olx.com.pk/item/suzuki-wagon-r-20222024-iid-1095068918,Brown,,Suzuki
mahran vxr for sale hay add red kar kay rabta karay thanks jis nay layni hay just wohi rabta fnf 5,,,,"Jubilee Town, Lahore",,,Local,,Mehran VXR,Hatchback,Original,Suzuki Mehran VXR 2005,4,,"Rs 550,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2005-iid-1092818276,White,,Suzuki
mahran vxr for sale hay add red kar kay rabta karay thanks jis nay layni hay just wohi rabta fnf 5,,,,"Jubilee Town, Lahore",,,Local,,Mehran VXR,Hatchback,Original,Suzuki Mehran VXR 2005,4,,"Rs 550,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2005-iid-1092818276,White,,Suzuki
VX,,,,"Sher Shah Colony, Lahore",Lahore,,Local,,Mehran VX,Small city car,Original,Suzuki Mehran VX 2009,4,4,"Rs 580,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2009-iid-1095436865,White,,Suzuki
VX,,,,"Sher Shah Colony, Lahore",Lahore,,Local,,Mehran VX,Small city car,Original,Suzuki Mehran VX 2009,4,4,"Rs 580,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2009-iid-1095436865,White,,Suzuki
,,,,"Jubilee Town, Lahore",Punjab,,Local,,City IDSI,Sedan,Original,Honda City IDSI 2000 | Honda City | Honda City For Sale,,,"Rs 1,075,000",https://www.olx.com.pk/item/honda-city-idsi-2000-honda-city-honda-city-for-sale-iid-1094046614,Silver,,Honda
,,,,"Jubilee Town, Lahore",Punjab,,Local,,City IDSI,Sedan,Original,Honda City IDSI 2000 | Honda City | Honda City For Sale,,,"Rs 1,075,000",https://www.olx.com.pk/item/honda-city-idsi-2000-honda-city-honda-city-for-sale-iid-1094046614,Silver,,Honda
,,,,"LDA Avenue, Lahore",Lahore,,Local,,City IVTEC,Other,Original,0.3. 1.3. 3.9. 0.3. 0.5. 9Honda City IVTEC 2020,5,,"Rs 3,900,000",https://www.olx.com.pk/item/honda-city-ivtec-2020-iid-1095384195,Black,,Honda
,,,,"LDA Avenue, Lahore",Lahore,,Local,,City IVTEC,Other,Original,0.3. 1.3. 3.9. 0.3. 0.5. 9Honda City IVTEC 2020,5,,"Rs 3,900,000",https://www.olx.com.pk/item/honda-city-ivtec-2020-iid-1095384195,Black,,Honda
Ativ X 1.5 Top of the Line,,,,"Jubilee Town, Lahore",Lahore,,Local,,Yaris,Sedan,Original,Toyota Yaris Ativ X 1.5 (Top of the line),5,,"Rs 4,550,000",https://www.olx.com.pk/item/toyota-yaris-ativ-x-15-top-of-the-line-iid-1095378488,Silver,,Toyota
Ativ X 1.5 Top of the Line,,,,"Jubilee Town, Lahore",Lahore,,Local,,Yaris,Sedan,Original,Toyota Yaris Ativ X 1.5 (Top of the line),5,,"Rs 4,550,000",https://www.olx.com.pk/item/toyota-yaris-ativ-x-15-top-of-the-line-iid-1095378488,Silver,,Toyota
2023,,,,"Gulshan-e-Riaz, Lahore",,,Local,,Altis Grande,Sedan,Original,Toyota Altis Grande 2023,4,,"Rs 7,250,000",https://www.olx.com.pk/item/toyota-altis-grande-2023-iid-1095375835,White,,Toyota
2023,,,,"Gulshan-e-Riaz, Lahore",,,Local,,Altis Grande,Sedan,Original,Toyota Altis Grande 2023,4,,"Rs 7,250,000",https://www.olx.com.pk/item/toyota-altis-grande-2023-iid-1095375835,White,,Toyota
1.3 Manual,,,,"LDA Avenue, Lahore",Lahore,,Local,,Corolla GLI,Sedan,Original,Toyota Corolla GLI 2012,5,2,"Rs 2,825,000",https://www.olx.com.pk/item/toyota-corolla-gli-2012-iid-1095374778,Silver,,Toyota
1.3 Manual,,,,"LDA Avenue, Lahore",Lahore,,Local,,Corolla GLI,Sedan,Original,Toyota Corolla GLI 2012,5,2,"Rs 2,825,000",https://www.olx.com.pk/item/toyota-corolla-gli-2012-iid-1095374778,Silver,,Toyota
2008,,,,"LDA Avenue, Lahore",Lahore,,Local,,City IDSI,Sedan,Original,Honda City IDSI 2008,5,,"Rs 2,300,000",https://www.olx.com.pk/item/honda-city-idsi-2008-iid-1095357808,Grey,,Honda
2008,,,,"LDA Avenue, Lahore",Lahore,,Local,,City IDSI,Sedan,Original,Honda City IDSI 2008,5,,"Rs 2,300,000",https://www.olx.com.pk/item/honda-city-idsi-2008-iid-1095357808,Grey,,Honda
2015,,,,"Jubilee Town, Lahore",Islamabad,,Imported,,MR Wagon,Small city car,Original,Suzuki MR Wagon 2015/19 model,4,1,"Rs 2,235,000",https://www.olx.com.pk/item/suzuki-mr-wagon-201519-model-iid-1095336116,Black,,Suzuki
2015,,,,"Jubilee Town, Lahore",Islamabad,,Imported,,MR Wagon,Small city car,Original,Suzuki MR Wagon 2015/19 model,4,1,"Rs 2,235,000",https://www.olx.com.pk/item/suzuki-mr-wagon-201519-model-iid-1095336116,Black,,Suzuki
Sedan,,,,"Public Health Society, Lahore",Lahore,,Local,,Civic EXi,Sedan,Original,Honda Civic EXi 2004 Excellent,4,4,"Rs 1,425,000",https://www.olx.com.pk/item/honda-civic-exi-2004-excellent-iid-1095335834,Black,,Honda
Sedan,,,,"Public Health Society, Lahore",Lahore,,Local,,Civic EXi,Sedan,Original,Honda Civic EXi 2004 Excellent,4,4,"Rs 1,425,000",https://www.olx.com.pk/item/honda-civic-exi-2004-excellent-iid-1095335834,Black,,Honda
07,,,,"Sher Shah Colony, Lahore",Lahore,,Imported,,Acty,Van / Bus,Original,Honda Acty 2011 urgent for sale,7,2,"Rs 950,000",https://www.olx.com.pk/item/honda-acty-2011-urgent-for-sale-iid-1095329687,White,,Honda
07,,,,"Sher Shah Colony, Lahore",Lahore,,Imported,,Acty,Van / Bus,Original,Honda Acty 2011 urgent for sale,7,2,"Rs 950,000",https://www.olx.com.pk/item/honda-acty-2011-urgent-for-sale-iid-1095329687,White,,Honda
